time,open,high,low,close,Volume,STR-001 Signal,Breakout,Volume OK,Market OK,Close,Prior 252 High,Volume,Volume SMA20,ATR14
2020-08-31,114.05,115.25,107.55,107.55,912472,0,0,0,1,107.55,233.95,912472,1508368.6000000034,5.217857142857118
2020-09-01,104.05,110.3,103,108.1,726789,0,0,0,1,108.1,233.95,726789,1526795.8000000033,5.2035714285714025
2020-09-02,108.1,110.5,107,109.15,293290,0,0,0,1,109.15,233.95,293290,1233521.7000000034,5.132142857142831
2020-09-03,109.55,112.1,108.95,111,348876,0,0,0,1,111,233.95,348876,1133433.1500000034,4.771428571428545
2020-09-04,105.45,109.4,105.45,105.8,467814,0,0,0,1,105.8,233.95,467814,1003750.6000000034,4.892857142857117
2020-09-07,106.85,110,106,106.35,301184,0,0,0,1,106.35,233.95,301184,963882.1500000034,4.778571428571403
2020-09-08,106,106.75,101.05,101.25,518633,0,0,0,1,101.25,233.95,518633,916786.5500000033,4.742857142857117
2020-09-09,98.550003,99.599998,96.199997,96.199997,676638,0,0,0,1,96.199997,233.95,676638,804463.7000000033,4.764285928571403
2020-09-10,96.900002,100.45,96.900002,98.400002,652525,0,0,0,1,98.400002,233.95,652525,784698.2500000034,4.875000428571403
2020-09-11,99.449997,99.900002,97.5,98.050003,416158,0,0,0,1,98.050003,233.95,416158,730355.0000000034,4.8321434285714036
2020-09-14,100.1,102.95,99.300003,102.95,678971,0,0,0,1,102.95,233.95,678971,727907.6000000034,4.72857178571426
2020-09-15,108.05,108.05,103.7,108.05,1035224,0,0,1,1,108.05,233.95,1035224,724065.5500000033,4.810714642857117
2020-09-16,109,110.8,105.8,108.55,757960,0,0,1,1,108.55,233.95,757960,660779.1500000034,4.835714642857118
2020-09-17,109.6,112.15,107,110.85,820388,0,0,1,1,110.85,233.95,820388,669656.2000000033,4.9250003571428325
2020-09-18,112.75,116.35,111.25,114.95,1465268,0,0,1,1,114.95,233.95,1465268,719811.4000000034,4.767857499999975
2020-09-21,115.4,115.4,109.25,109.25,583919,0,0,0,1,109.25,233.95,583919,722190.0500000033,4.685714642857119
2020-09-22,107.15,108,103.8,103.9,878867,0,0,1,0,103.9,233.95,878867,710091.7500000034,4.825000357142833
2020-09-23,105,106.8,99.300003,102.3,711649,0,0,1,0,102.3,233.95,711649,700121.7000000033,5.135714428571404
2020-09-24,97.699997,102.4,97.650002,98,494978,0,0,0,0,98,233.95,494978,670667.2500000034,5.078571428571405
2020-09-25,100.05,102.9,98.5,102.35,1057288,0,0,1,0,102.35,233.95,1057288,689944.5500000033,5.128571428571405
2020-09-28,105,107.45,105,107.15,2426709,0,0,1,1,107.15,233.95,2426709,765656.4000000034,5.085714285714262
2020-09-29,110,111,107.3,108.3,1596466,0,0,1,1,108.3,233.95,1596466,809140.2500000034,4.9999997857142615
2020-09-30,113.7,113.7,111.55,113.7,1730570,0,0,1,1,113.7,233.95,1730570,881004.2500000034,5.082142428571404
2020-10-01,115,116.3,111.2,111.8,820544,0,0,0,1,111.8,233.95,820544,904587.6500000034,5.274999428571404
2020-10-05,113,117.35,109.5,117.35,1219067,0,0,1,1,117.35,233.95,1219067,942150.3000000033,5.485713928571404
2020-10-06,118.95,123.2,117.3,119.35,2504732,0,0,1,1,119.35,233.95,2504732,1052327.7000000034,5.542856785714262
2020-10-07,119.7,120.5,114,114.85,1037880,0,0,0,1,114.85,233.95,1037880,1078290.0500000033,5.649999642857119
2020-10-08,118,118.7,113.3,114.9,1127646,0,0,1,1,114.9,233.95,1127646,1100840.4500000034,5.667856785714262
2020-10-09,114.65,117.8,113.5,113.95,388042,0,0,0,1,113.95,233.95,388042,1087616.3000000033,5.582142499999976
2020-10-12,115,115.7,106,106.8,741179,0,0,0,1,106.8,233.95,741179,1103867.3500000034,5.835713928571404
2020-10-13,106.9,109.85,105.15,107.25,694580,0,0,0,1,107.25,233.95,694580,1104647.8000000033,5.782142499999975
2020-10-14,107,114.4,105.3,113.15,1080105,0,0,0,1,113.15,233.95,1080105,1106891.8500000034,5.896428428571404
2020-10-15,113,113.65,107.5,107.95,600697,0,0,0,1,107.95,233.95,600697,1099028.7000000034,5.996428571428547
2020-10-16,109,116.45,109,115.15,2212301,0,0,1,1,115.15,233.95,2212301,1168624.3500000034,6.253571428571404
2020-10-19,115.8,117.7,114.3,115.45,1668495,0,0,1,1,115.45,233.95,1668495,1178785.7000000034,6.132142857142832
2020-10-20,114.75,115.45,111.5,112.95,476591,0,0,0,1,112.95,233.95,476591,1173419.3000000033,6.13928571428569
2020-10-21,113.9,113.9,109.55,111.1,480985,0,0,0,1,111.1,233.95,480985,1153525.2000000034,6.06428571428569
2020-10-22,109.1,117.75,109.1,116.4,3834813,0,0,1,1,116.4,233.95,3834813,1309683.4000000034,6.31785714285712
2020-10-23,117.55,119.7,115.5,117.55,1005832,0,0,0,1,117.55,233.95,1005832,1335226.1000000034,6.057142857142835
2020-10-26,118.25,118.25,113.65,115.05,381866,0,0,0,1,115.05,233.95,381866,1301455.0000000033,5.964285714285691
2020-10-27,114,116.3,112,114.75,418157,0,0,0,1,114.75,233.95,418157,1201027.4000000034,5.807142857142834
2020-10-28,114.75,116.5,112.8,113.65,590391,0,0,0,1,113.65,233.95,590391,1150723.6500000034,5.685714285714262
2020-10-29,112.55,114.9,111.25,114.05,466108,0,0,0,1,114.05,233.95,466108,1087500.5500000033,5.639285714285691
